M,N,K,g,gm,gn,act_reuse_groups,wgt_reuse_groups,mtile,ntile,ktile,k_iters,area_x_g,resident_blocks,phase_count,cycles_total,cycles_compute,cycles_memory,cycles_control,cycles_exposed_load,overlap_hidden_cycles,overlap_hidden_ratio,overlap_hidden_load_ratio,overlap_ratio,utilization
256,50272,2048,2,1,2,1,2,8,64,128,16,1024,3,1,28992651.081,27382795.081,40243200.0,0.0,128.0,38633344.0,1.332522,0.999997,0.959997,0.9994
256,100352,2048,2,1,2,1,2,8,64,128,16,1024,3,1,57802880.0,54591488.0,80281600.0,0.0,128.0,77070208.0,1.333328,0.999998,0.959998,1.0
256,151936,896,2,1,2,1,2,8,64,128,7,1024,3,1,41022848.0,36160768.0,55912448.0,0.0,128.0,51050368.0,1.244437,0.999997,0.913041,1.0
256,151936,1536,2,1,2,1,2,8,64,128,12,1024,3,1,66851968.0,61989888.0,92377088.0,0.0,128.0,87515008.0,1.309086,0.999999,0.947367,1.0
256,256000,2304,2,1,2,1,2,8,64,128,18,1024,3,1,164864128.0,156672000.0,229376000.0,0.0,128.0,221183872.0,1.341613,0.999999,0.964285,1.0
256,262144,640,2,1,2,1,2,8,64,128,5,1024,3,1,52953216.0,44564480.0,71303168.0,0.0,128.0,62914432.0,1.188114,0.999998,0.882351,1.0
512,128,896,2,1,2,1,2,8,64,128,7,1024,3,1,69248.0,60928.0,94208.0,0.0,128.0,85888.0,1.240296,0.998512,0.911685,1.0
512,256,640,2,1,2,1,2,8,64,128,5,1024,3,1,103552.0,87040.0,139264.0,0.0,128.0,122752.0,1.185414,0.998958,0.881434,1.0
512,256,1536,2,1,2,1,2,8,64,128,12,1024,3,1,225408.0,208896.0,311296.0,0.0,128.0,294784.0,1.30778,0.999566,0.946957,1.0
512,256,2048,2,1,2,1,2,8,64,128,16,1024,3,1,295040.0,278528.0,409600.0,0.0,128.0,393088.0,1.332321,0.999674,0.959688,1.0
512,320,960,2,2,1,2,1,8,64,128,8,1024,3,1,194688.0,174080.0,266240.0,0.0,128.0,245632.0,1.26167,0.999479,0.922596,1.0
512,640,1024,2,1,2,1,2,8,64,128,8,1024,3,1,389248.0,348160.0,532480.0,0.0,128.0,491392.0,1.262414,0.99974,0.922837,1.0
512,640,2048,2,1,2,1,2,8,64,128,16,1024,3,1,737408.0,696320.0,1024000.0,0.0,128.0,982912.0,1.332928,0.99987,0.959875,1.0
512,896,896,2,1,2,1,2,8,64,128,7,1024,3,1,483968.0,426496.0,659456.0,0.0,128.0,601984.0,1.243851,0.999787,0.912849,1.0
512,896,4864,2,1,2,1,2,8,64,128,38,1024,3,1,2372736.0,2315264.0,3325952.0,0.0,128.0,3268480.0,1.377515,0.999961,0.98272,1.0
512,960,960,2,2,1,2,1,8,64,128,8,1024,3,1,583808.0,522240.0,798720.0,0.0,128.0,737152.0,1.262662,0.999826,0.922917,1.0
512,960,2560,2,2,1,2,1,8,64,128,20,1024,3,1,1367168.0,1305600.0,1904640.0,0.0,128.0,1843072.0,1.348095,0.999931,0.967675,1.0
512,1024,640,2,1,2,1,2,8,64,128,5,1024,3,1,413824.0,348160.0,557056.0,0.0,128.0,491392.0,1.187442,0.99974,0.882123,1.0
512,1024,2304,2,1,2,1,2,8,64,128,18,1024,3,1,1319040.0,1253376.0,1835008.0,0.0,128.0,1769344.0,1.341388,0.999928,0.964216,1.0
512,1536,1536,2,1,2,1,2,8,64,128,12,1024,3,1,1351808.0,1253376.0,1867776.0,0.0,128.0,1769344.0,1.308872,0.999928,0.9473,1.0
512,1536,8960,2,1,2,1,2,8,64,128,70,1024,3,1,7409792.0,7311360.0,10420224.0,0.0,128.0,10321792.0,1.392993,0.999988,0.990554,1.0
512,2048,640,2,1,2,1,2,8,64,128,5,1024,3,1,827520.0,696320.0,1114112.0,0.0,128.0,982912.0,1.18778,0.99987,0.882238,1.0
512,2048,2048,2,1,2,1,2,8,64,128,16,1024,3,1,2359424.0,2228224.0,3276800.0,0.0,128.0,3145600.0,1.333207,0.999959,0.959961,1.0
512,2048,2304,2,1,2,1,2,8,64,128,18,1024,3,1,2637952.0,2506752.0,3670016.0,0.0,128.0,3538816.0,1.341501,0.999964,0.964251,1.0
512,2048,5632,2,1,2,1,2,8,64,128,44,1024,3,1,6258816.0,6127616.0,8781824.0,0.0,128.0,8650624.0,1.38215,0.999985,0.98506,1.0
512,2048,8192,2,1,2,1,2,8,64,128,64,1024,3,1,9044096.0,8912896.0,12713984.0,0.0,128.0,12582784.0,1.391271,0.99999,0.989681,1.0
512,2304,2048,2,1,2,1,2,8,64,128,16,1024,3,1,2654336.0,2506752.0,3686400.0,0.0,128.0,3538816.0,1.333221,0.999964,0.959965,1.0
512,2304,9216,2,1,2,1,2,8,64,128,72,1024,3,1,11427968.0,11280384.0,16072704.0,0.0,128.0,15925120.0,1.393522,0.999992,0.990818,1.0
512,2560,960,2,1,2,1,2,8,64,128,8,1024,3,1,1556608.0,1392640.0,2129920.0,0.0,128.0,1965952.0,1.262972,0.999935,0.923017,1.0
512,2560,2560,2,1,2,1,2,8,64,128,20,1024,3,1,3645568.0,3481600.0,5079040.0,0.0,128.0,4915072.0,1.348232,0.999974,0.967717,1.0
512,2560,10240,2,1,2,1,2,8,64,128,80,1024,3,1,14090368.0,13926400.0,19824640.0,0.0,128.0,19660672.0,1.395327,0.999993,0.991729,1.0
512,4864,896,2,1,2,1,2,8,64,128,7,1024,3,1,2626688.0,2315264.0,3579904.0,0.0,128.0,3268480.0,1.244335,0.999961,0.913008,1.0
512,5632,2048,2,1,2,1,2,8,64,128,16,1024,3,1,6488192.0,6127616.0,9011200.0,0.0,128.0,8650624.0,1.333287,0.999985,0.959986,1.0
512,7680,2560,2,1,2,1,2,8,64,128,20,1024,3,1,10936448.0,10444800.0,15237120.0,0.0,128.0,14745472.0,1.348287,0.999991,0.967734,1.0
512,8192,2048,2,1,2,1,2,8,64,128,16,1024,3,1,9437312.0,8912896.0,13107200.0,0.0,128.0,12582784.0,1.333302,0.99999,0.95999,1.0
512,8960,1536,2,1,2,1,2,8,64,128,12,1024,3,1,7884928.0,7311360.0,10895360.0,0.0,128.0,10321792.0,1.309053,0.999988,0.947357,1.0
512,9216,2304,2,1,2,1,2,8,64,128,18,1024,3,1,11870336.0,11280384.0,16515072.0,0.0,128.0,15925120.0,1.34159,0.999992,0.964278,1.0
512,10240,2560,2,1,2,1,2,8,64,128,20,1024,3,1,14581888.0,13926400.0,20316160.0,0.0,128.0,19660672.0,1.348294,0.999993,0.967736,1.0
512,32000,2048,2,1,2,1,2,8,64,128,16,1024,3,1,36864128.0,34816000.0,51200000.0,0.0,128.0,49151872.0,1.333325,0.999997,0.959997,1.0
512,32768,2560,2,1,2,1,2,8,64,128,20,1024,3,1,46661760.0,44564480.0,65011712.0,0.0,128.0,62914432.0,1.348308,0.999998,0.96774,1.0
512,49152,960,2,1,2,1,2,8,64,128,8,1024,3,1,29884544.0,26738688.0,40894464.0,0.0,128.0,37748608.0,1.263148,0.999997,0.923074,1.0
512,49152,2048,2,1,2,1,2,8,64,128,16,1024,3,1,56623232.0,53477376.0,78643200.0,0.0,128.0,75497344.0,1.333328,0.999998,0.959998,1.0
512,50272,2048,2,1,2,1,2,8,64,128,16,1024,3,1,57985174.162,54765590.162,80486400.0,0.0,128.0,77266816.0,1.332527,0.999998,0.959998,0.9994
512,100352,2048,2,1,2,1,2,8,64,128,16,1024,3,1,115605632.0,109182976.0,160563200.0,0.0,128.0,154140544.0,1.333331,0.999999,0.959999,1.0
512,151936,896,2,1,2,1,2,8,64,128,7,1024,3,1,82045568.0,72321536.0,111824896.0,0.0,128.0,102100864.0,1.244441,0.999999,0.913042,1.0
512,151936,1536,2,1,2,1,2,8,64,128,12,1024,3,1,133703808.0,123979776.0,184754176.0,0.0,128.0,175030144.0,1.309089,0.999999,0.947368,1.0
512,256000,2304,2,1,2,1,2,8,64,128,18,1024,3,1,329728128.0,313344000.0,458752000.0,0.0,128.0,442367872.0,1.341614,1.0,0.964285,1.0
512,262144,640,2,1,2,1,2,8,64,128,5,1024,3,1,105906304.0,89128960.0,142606336.0,0.0,128.0,125828992.0,1.188116,0.999999,0.882352,1.0
1024,128,896,2,1,2,1,2,8,64,128,7,1024,3,1,138368.0,121856.0,188416.0,0.0,128.0,171904.0,1.242368,0.999256,0.912364,1.0
1024,256,640,2,1,2,1,2,8,64,128,5,1024,3,1,206976.0,174080.0,278528.0,0.0,128.0,245632.0,1.186766,0.999479,0.881893,1.0
1024,256,1536,2,1,2,1,2,8,64,128,12,1024,3,1,450688.0,417792.0,622592.0,0.0,128.0,589696.0,1.308435,0.999783,0.947163,1.0
1024,256,2048,2,1,2,1,2,8,64,128,16,1024,3,1,589952.0,557056.0,819200.0,0.0,128.0,786304.0,1.332827,0.999837,0.959844,1.0
1024,320,960,2,2,1,2,1,8,64,128,8,1024,3,1,389248.0,348160.0,532480.0,0.0,128.0,491392.0,1.262414,0.99974,0.922837,1.0
1024,640,1024,2,1,2,1,2,8,64,128,8,1024,3,1,778368.0,696320.0,1064960.0,0.0,128.0,982912.0,1.262786,0.99987,0.922957,1.0
1024,640,2048,2,1,2,1,2,8,64,128,16,1024,3,1,1474688.0,1392640.0,2048000.0,0.0,128.0,1965952.0,1.333131,0.999935,0.959937,1.0
1024,896,896,2,1,2,1,2,8,64,128,7,1024,3,1,967808.0,852992.0,1318912.0,0.0,128.0,1204096.0,1.244148,0.999894,0.912946,1.0
1024,896,4864,2,1,2,1,2,8,64,128,38,1024,3,1,4745344.0,4630528.0,6651904.0,0.0,128.0,6537088.0,1.377579,0.99998,0.982739,1.0
1024,960,960,2,2,1,2,1,8,64,128,8,1024,3,1,1167488.0,1044480.0,1597440.0,0.0,128.0,1474432.0,1.26291,0.999913,0.922997,1.0
1024,960,2560,2,2,1,2,1,8,64,128,20,1024,3,1,2734208.0,2611200.0,3809280.0,0.0,128.0,3686272.0,1.348205,0.999965,0.967708,1.0
1024,1024,640,2,1,2,1,2,8,64,128,5,1024,3,1,827520.0,696320.0,1114112.0,0.0,128.0,982912.0,1.18778,0.99987,0.882238,1.0
1024,1024,2304,2,1,2,1,2,8,64,128,18,1024,3,1,2637952.0,2506752.0,3670016.0,0.0,128.0,3538816.0,1.341501,0.999964,0.964251,1.0
1024,1536,1536,2,1,2,1,2,8,64,128,12,1024,3,1,2703488.0,2506752.0,3735552.0,0.0,128.0,3538816.0,1.308982,0.999964,0.947334,1.0
1024,1536,8960,2,1,2,1,2,8,64,128,70,1024,3,1,14819456.0,14622720.0,20840448.0,0.0,128.0,20643712.0,1.393014,0.999994,0.99056,1.0
1024,2048,640,2,1,2,1,2,8,64,128,5,1024,3,1,1654912.0,1392640.0,2228224.0,0.0,128.0,1965952.0,1.18795,0.999935,0.882295,1.0
1024,2048,2048,2,1,2,1,2,8,64,128,16,1024,3,1,4718720.0,4456448.0,6553600.0,0.0,128.0,6291328.0,1.33327,0.99998,0.95998,1.0
1024,2048,2304,2,1,2,1,2,8,64,128,18,1024,3,1,5275776.0,5013504.0,7340032.0,0.0,128.0,7077760.0,1.341558,0.999982,0.964268,1.0
1024,2048,5632,2,1,2,1,2,8,64,128,44,1024,3,1,12517504.0,12255232.0,17563648.0,0.0,128.0,17301376.0,1.382175,0.999993,0.985067,1.0
1024,2048,8192,2,1,2,1,2,8,64,128,64,1024,3,1,18088064.0,17825792.0,25427968.0,0.0,128.0,25165696.0,1.391287,0.999995,0.989686,1.0
1024,2304,2048,2,1,2,1,2,8,64,128,16,1024,3,1,5308544.0,5013504.0,7372800.0,0.0,128.0,7077760.0,1.333277,0.999982,0.959983,1.0
1024,2304,9216,2,1,2,1,2,8,64,128,72,1024,3,1,22855808.0,22560768.0,32145408.0,0.0,128.0,31850368.0,1.393535,0.999996,0.990822,1.0
1024,2560,960,2,1,2,1,2,8,64,128,8,1024,3,1,3113088.0,2785280.0,4259840.0,0.0,128.0,3932032.0,1.263065,0.999967,0.923047,1.0
1024,2560,2560,2,1,2,1,2,8,64,128,20,1024,3,1,7291008.0,6963200.0,10158080.0,0.0,128.0,9830272.0,1.348273,0.999987,0.967729,1.0
1024,2560,10240,2,1,2,1,2,8,64,128,80,1024,3,1,28180608.0,27852800.0,39649280.0,0.0,128.0,39321472.0,1.395338,0.999997,0.991732,1.0
1024,4864,896,2,1,2,1,2,8,64,128,7,1024,3,1,5253248.0,4630528.0,7159808.0,0.0,128.0,6537088.0,1.24439,0.99998,0.913026,1.0
1024,5632,2048,2,1,2,1,2,8,64,128,16,1024,3,1,12976256.0,12255232.0,18022400.0,0.0,128.0,17301376.0,1.33331,0.999993,0.959993,1.0
1024,7680,2560,2,1,2,1,2,8,64,128,20,1024,3,1,21872768.0,20889600.0,30474240.0,0.0,128.0,29491072.0,1.348301,0.999996,0.967738,1.0
1024,8192,2048,2,1,2,1,2,8,64,128,16,1024,3,1,18874496.0,17825792.0,26214400.0,0.0,128.0,25165696.0,1.333318,0.999995,0.959995,1.0
1024,8960,1536,2,1,2,1,2,8,64,128,12,1024,3,1,15769728.0,14622720.0,21790720.0,0.0,128.0,20643712.0,1.309072,0.999994,0.947363,1.0
1024,9216,2304,2,1,2,1,2,8,64,128,18,1024,3,1,23740544.0,22560768.0,33030144.0,0.0,128.0,31850368.0,1.341602,0.999996,0.964282,1.0
1024,10240,2560,2,1,2,1,2,8,64,128,20,1024,3,1,29163648.0,27852800.0,40632320.0,0.0,128.0,39321472.0,1.348304,0.999997,0.967739,1.0
1024,32000,2048,2,1,2,1,2,8,64,128,16,1024,3,1,73728128.0,69632000.0,102400000.0,0.0,128.0,98303872.0,1.333329,0.999999,0.959999,1.0
1024,32768,2560,2,1,2,1,2,8,64,128,20,1024,3,1,93323392.0,89128960.0,130023424.0,0.0,128.0,125828992.0,1.348311,0.999999,0.967741,1.0
1024,49152,960,2,1,2,1,2,8,64,128,8,1024,3,1,59768960.0,53477376.0,81788928.0,0.0,128.0,75497344.0,1.263153,0.999998,0.923075,1.0
1024,49152,2048,2,1,2,1,2,8,64,128,16,1024,3,1,113246336.0,106954752.0,157286400.0,0.0,128.0,150994816.0,1.333331,0.999999,0.959999,1.0
1024,50272,2048,2,1,2,1,2,8,64,128,16,1024,3,1,115970220.323,109531180.323,160972800.0,0.0,128.0,154533760.0,1.33253,0.999999,0.959999,0.9994
1024,100352,2048,2,1,2,1,2,8,64,128,16,1024,3,1,231211136.0,218365952.0,321126400.0,0.0,128.0,308281216.0,1.333332,1.0,0.96,1.0
1024,151936,896,2,1,2,1,2,8,64,128,7,1024,3,1,164091008.0,144643072.0,223649792.0,0.0,128.0,204201856.0,1.244443,0.999999,0.913043,1.0
1024,151936,1536,2,1,2,1,2,8,64,128,12,1024,3,1,267407488.0,247959552.0,369508352.0,0.0,128.0,350060416.0,1.30909,1.0,0.947368,1.0
