M,N,K,g,gm,gn,act_reuse_groups,wgt_reuse_groups,mtile,ntile,ktile,k_iters,area_x_g,resident_blocks,phase_count,cycles_total,cycles_compute,cycles_memory,cycles_control,cycles_exposed_load,overlap_hidden_cycles,overlap_hidden_ratio,overlap_hidden_load_ratio,overlap_ratio,utilization
128,1024,640,2,2,1,2,1,8,64,64,10,1024,3,1,139336.0,92160.0,180224.0,0.0,30792.0,133048.0,0.954872,0.812061,0.738237,1.0
128,1024,2304,2,2,1,2,1,8,64,64,36,1024,3,1,458824.0,331776.0,606208.0,0.0,110664.0,479160.0,1.044322,0.812378,0.790422,1.0
128,1536,1536,2,2,1,2,1,8,64,64,24,1024,3,1,467016.0,331776.0,614400.0,0.0,110664.0,479160.0,1.026003,0.812378,0.779883,1.0
128,1536,8960,2,2,1,2,1,8,64,64,140,1024,3,1,2605128.0,1935360.0,3465216.0,0.0,645192.0,2795448.0,1.073056,0.812479,0.806717,1.0
128,2048,640,2,2,1,2,1,8,64,64,10,1024,3,1,278600.0,184320.0,360448.0,0.0,61512.0,266168.0,0.955377,0.81228,0.738437,1.0
128,2048,2048,2,2,1,2,1,8,64,64,32,1024,3,1,819272.0,589824.0,1081344.0,0.0,196680.0,851896.0,1.039821,0.812431,0.787812,1.0
128,2048,2304,2,2,1,2,1,8,64,64,36,1024,3,1,917576.0,663552.0,1212416.0,0.0,221256.0,958392.0,1.044482,0.812439,0.790481,1.0
128,2048,5632,2,2,1,2,1,8,64,64,88,1024,3,1,2195528.0,1622016.0,2916352.0,0.0,540744.0,2342840.0,1.067096,0.812475,0.803346,1.0
128,2048,8192,2,2,1,2,1,8,64,64,128,1024,3,1,3178568.0,2359296.0,4227072.0,0.0,786504.0,3407800.0,1.072118,0.812483,0.806185,1.0
128,2304,2048,2,2,1,2,1,8,64,64,32,1024,3,1,921672.0,663552.0,1216512.0,0.0,221256.0,958392.0,1.039841,0.812439,0.78782,1.0
128,2304,9216,2,2,1,2,1,8,64,64,144,1024,3,1,4018248.0,2985984.0,5345280.0,0.0,995400.0,4313016.0,1.073357,0.812486,0.806883,1.0
128,2560,960,2,2,1,2,1,8,64,64,15,1024,3,1,501832.0,345600.0,655360.0,0.0,115272.0,499128.0,0.994612,0.812383,0.761609,1.0
128,2560,2560,2,2,1,2,1,8,64,64,40,1024,3,1,1269832.0,921600.0,1679360.0,0.0,307272.0,1331128.0,1.048271,0.812456,0.79264,1.0
128,2560,10240,2,2,1,2,1,8,64,64,160,1024,3,1,4956232.0,3686400.0,6594560.0,0.0,1228872.0,5324728.0,1.07435,0.812489,0.807442,1.0
128,4864,896,2,2,1,2,1,8,64,64,14,1024,3,1,895048.0,612864.0,1167360.0,0.0,204360.0,885176.0,0.98897,0.812434,0.758272,1.0
128,5632,2048,2,2,1,2,1,8,64,64,32,1024,3,1,2252872.0,1622016.0,2973696.0,0.0,540744.0,2342840.0,1.039935,0.812475,0.787855,1.0
128,7680,2560,2,2,1,2,1,8,64,64,40,1024,3,1,3809352.0,2764800.0,5038080.0,0.0,921672.0,3993528.0,1.048348,0.812485,0.792669,1.0
128,8192,2048,2,2,1,2,1,8,64,64,32,1024,3,1,3276872.0,2359296.0,4325376.0,0.0,786504.0,3407800.0,1.039955,0.812483,0.787862,1.0
128,8960,1536,2,2,1,2,1,8,64,64,24,1024,3,1,2723912.0,1935360.0,3584000.0,0.0,645192.0,2795448.0,1.026262,0.812479,0.77998,1.0
128,9216,2304,2,2,1,2,1,8,64,64,36,1024,3,1,4128840.0,2985984.0,5455872.0,0.0,995400.0,4313016.0,1.044607,0.812486,0.790527,1.0
128,10240,2560,2,2,1,2,1,8,64,64,40,1024,3,1,5079112.0,3686400.0,6717440.0,0.0,1228872.0,5324728.0,1.048358,0.812489,0.792672,1.0
128,32000,2048,2,2,1,2,1,8,64,64,32,1024,3,1,12800072.0,9216000.0,16896000.0,0.0,3072072.0,13311928.0,1.039989,0.812496,0.787875,1.0
128,32768,2560,2,2,1,2,1,8,64,64,40,1024,3,1,16253000.0,11796480.0,21495808.0,0.0,3932232.0,17039288.0,1.048378,0.812497,0.79268,1.0
128,49152,960,2,2,1,2,1,8,64,64,15,1024,3,1,9633864.0,6635520.0,12582912.0,0.0,2211912.0,9584568.0,0.994883,0.812494,0.761713,1.0
128,49152,2048,2,2,1,2,1,8,64,64,32,1024,3,1,19660872.0,14155776.0,25952256.0,0.0,4718664.0,20447160.0,1.039993,0.812497,0.787876,1.0
128,50272,2048,2,1,2,1,2,16,32,64,32,1024,3,1,20121196.0,14478336.0,26551808.0,0.0,4838508.0,20908948.0,1.03915,0.812078,0.787477,1.0
128,100352,2048,2,2,1,2,1,8,64,64,32,1024,3,1,40140872.0,28901376.0,52985856.0,0.0,9633864.0,41746360.0,1.039996,0.812499,0.787877,1.0
128,151936,896,2,2,1,2,1,8,64,64,14,1024,3,1,27956296.0,19143936.0,36464640.0,0.0,6381384.0,27652280.0,0.989125,0.812498,0.758331,1.0
128,151936,1536,2,2,1,2,1,8,64,64,24,1024,3,1,46188616.0,32818176.0,60774400.0,0.0,10939464.0,47403960.0,1.026313,0.812499,0.779999,1.0
128,256000,2304,2,2,1,2,1,8,64,64,36,1024,3,1,114688072.0,82944000.0,151552000.0,0.0,27648072.0,119807928.0,1.044642,0.8125,0.79054,1.0
128,262144,640,2,2,1,2,1,8,64,64,10,1024,3,1,35651656.0,23592960.0,46137344.0,0.0,7864392.0,34078648.0,0.955878,0.812498,0.738635,1.0
256,128,896,2,2,1,2,1,8,64,64,14,1024,3,1,47176.0,32256.0,61440.0,0.0,10824.0,46520.0,0.986095,0.811244,0.757161,1.0
256,256,640,2,2,1,2,1,8,64,64,10,1024,3,1,69704.0,46080.0,90112.0,0.0,15432.0,66488.0,0.953862,0.811621,0.737837,1.0
256,256,1536,2,2,1,2,1,8,64,64,24,1024,3,1,155720.0,110592.0,204800.0,0.0,36936.0,159672.0,1.025379,0.812134,0.779648,1.0
256,256,2048,2,2,1,2,1,8,64,64,32,1024,3,1,204872.0,147456.0,270336.0,0.0,49224.0,212920.0,1.039283,0.812225,0.787612,1.0
256,320,960,2,2,1,2,1,8,64,64,15,1024,3,1,125512.0,86400.0,163840.0,0.0,28872.0,124728.0,0.993754,0.812031,0.761279,1.0
256,640,1024,2,2,1,2,1,8,64,64,16,1024,3,1,266312.0,184320.0,348160.0,0.0,61512.0,266168.0,0.999459,0.81228,0.764499,1.0
256,640,2048,2,2,1,2,1,8,64,64,32,1024,3,1,512072.0,368640.0,675840.0,0.0,122952.0,532408.0,1.039713,0.81239,0.787772,1.0
256,896,896,2,2,1,2,1,8,64,64,14,1024,3,1,329800.0,225792.0,430080.0,0.0,75336.0,326072.0,0.988696,0.812321,0.758166,1.0
256,896,4864,2,2,1,2,1,8,64,64,76,1024,3,1,1663048.0,1225728.0,2207744.0,0.0,408648.0,1770424.0,1.064566,0.812467,0.801915,1.0
256,960,960,2,2,1,2,1,8,64,64,15,1024,3,1,376392.0,259200.0,491520.0,0.0,86472.0,374328.0,0.994516,0.812344,0.761572,1.0
256,960,2560,2,2,1,2,1,8,64,64,40,1024,3,1,952392.0,691200.0,1259520.0,0.0,230472.0,998328.0,1.048232,0.812441,0.792626,1.0
256,1024,640,2,2,1,2,1,8,64,64,10,1024,3,1,278600.0,184320.0,360448.0,0.0,61512.0,266168.0,0.955377,0.81228,0.738437,1.0
256,1024,2304,2,2,1,2,1,8,64,64,36,1024,3,1,917576.0,663552.0,1212416.0,0.0,221256.0,958392.0,1.044482,0.812439,0.790481,1.0
256,1536,1536,2,2,1,2,1,8,64,64,24,1024,3,1,933960.0,663552.0,1228800.0,0.0,221256.0,958392.0,1.02616,0.812439,0.779941,1.0
256,1536,8960,2,2,1,2,1,8,64,64,140,1024,3,1,5210184.0,3870720.0,6930432.0,0.0,1290312.0,5590968.0,1.073085,0.81249,0.806727,1.0
256,2048,640,2,2,1,2,1,8,64,64,10,1024,3,1,557128.0,368640.0,720896.0,0.0,122952.0,532408.0,0.95563,0.81239,0.738536,1.0
256,2048,2048,2,2,1,2,1,8,64,64,32,1024,3,1,1638472.0,1179648.0,2162688.0,0.0,393288.0,1703864.0,1.03991,0.812466,0.787845,1.0
256,2048,2304,2,2,1,2,1,8,64,64,36,1024,3,1,1835080.0,1327104.0,2424832.0,0.0,442440.0,1916856.0,1.044563,0.812469,0.790511,1.0
256,2048,5632,2,2,1,2,1,8,64,64,88,1024,3,1,4390984.0,3244032.0,5832704.0,0.0,1081416.0,4685752.0,1.06713,0.812488,0.803358,1.0
256,2048,8192,2,2,1,2,1,8,64,64,128,1024,3,1,6357064.0,4718592.0,8454144.0,0.0,1572936.0,6815672.0,1.072141,0.812491,0.806193,1.0
256,2304,2048,2,2,1,2,1,8,64,64,32,1024,3,1,1843272.0,1327104.0,2433024.0,0.0,442440.0,1916856.0,1.03992,0.812469,0.787849,1.0
256,2304,9216,2,2,1,2,1,8,64,64,144,1024,3,1,8036424.0,5971968.0,10690560.0,0.0,1990728.0,8626104.0,1.073376,0.812493,0.80689,1.0
256,2560,960,2,2,1,2,1,8,64,64,15,1024,3,1,1003592.0,691200.0,1310720.0,0.0,230472.0,998328.0,0.994755,0.812441,0.761664,1.0
256,2560,2560,2,2,1,2,1,8,64,64,40,1024,3,1,2539592.0,1843200.0,3358720.0,0.0,614472.0,2662328.0,1.048329,0.812478,0.792661,1.0
256,2560,10240,2,2,1,2,1,8,64,64,160,1024,3,1,9912392.0,7372800.0,13189120.0,0.0,2457672.0,10649528.0,1.074365,0.812495,0.807448,1.0
256,4864,896,2,2,1,2,1,8,64,64,14,1024,3,1,1790024.0,1225728.0,2334720.0,0.0,408648.0,1770424.0,0.98905,0.812467,0.758302,1.0
256,5632,2048,2,2,1,2,1,8,64,64,32,1024,3,1,4505672.0,3244032.0,5947392.0,0.0,1081416.0,4685752.0,1.039967,0.812488,0.787867,1.0
256,7680,2560,2,2,1,2,1,8,64,64,40,1024,3,1,7618632.0,5529600.0,10076160.0,0.0,1843272.0,7987128.0,1.048368,0.812493,0.792676,1.0
256,8192,2048,2,2,1,2,1,8,64,64,32,1024,3,1,6553672.0,4718592.0,8650752.0,0.0,1572936.0,6815672.0,1.039978,0.812491,0.78787,1.0
256,8960,1536,2,2,1,2,1,8,64,64,24,1024,3,1,5447752.0,3870720.0,7168000.0,0.0,1290312.0,5590968.0,1.026289,0.81249,0.77999,1.0
256,9216,2304,2,2,1,2,1,8,64,64,36,1024,3,1,8257608.0,5971968.0,10911744.0,0.0,1990728.0,8626104.0,1.044625,0.812493,0.790534,1.0
256,10240,2560,2,2,1,2,1,8,64,64,40,1024,3,1,10158152.0,7372800.0,13434880.0,0.0,2457672.0,10649528.0,1.048373,0.812495,0.792678,1.0
256,32000,2048,2,2,1,2,1,8,64,64,32,1024,3,1,25600072.0,18432000.0,33792000.0,0.0,6144072.0,26623928.0,1.039994,0.812498,0.787877,1.0
256,32768,2560,2,2,1,2,1,8,64,64,40,1024,3,1,32505928.0,23592960.0,42991616.0,0.0,7864392.0,34078648.0,1.048383,0.812498,0.792681,1.0
256,49152,960,2,2,1,2,1,8,64,64,15,1024,3,1,19267656.0,13271040.0,25165824.0,0.0,4423752.0,19169208.0,0.994891,0.812497,0.761716,1.0
256,49152,2048,2,2,1,2,1,8,64,64,32,1024,3,1,39321672.0,28311552.0,51904512.0,0.0,9437256.0,40894392.0,1.039996,0.812499,0.787877,1.0
256,50272,2048,2,1,2,1,2,16,32,64,32,1024,3,1,40242284.0,28956672.0,53103616.0,0.0,9676908.0,41818004.0,1.039156,0.81208,0.787479,1.0
256,100352,2048,2,2,1,2,1,8,64,64,32,1024,3,1,80281672.0,57802752.0,105971712.0,0.0,19267656.0,83492792.0,1.039998,0.812499,0.787878,1.0
256,151936,896,2,2,1,2,1,8,64,64,14,1024,3,1,55912520.0,38287872.0,72929280.0,0.0,12762696.0,55304632.0,0.989128,0.812499,0.758332,1.0
256,151936,1536,2,2,1,2,1,8,64,64,24,1024,3,1,92377160.0,65636352.0,121548800.0,0.0,21878856.0,94807992.0,1.026314,0.812499,0.779999,1.0
256,256000,2304,2,2,1,2,1,8,64,64,36,1024,3,1,229376072.0,165888000.0,303104000.0,0.0,55296072.0,239615928.0,1.044642,0.8125,0.79054,1.0
256,262144,640,2,2,1,2,1,8,64,64,10,1024,3,1,71303240.0,47185920.0,92274688.0,0.0,15728712.0,68157368.0,0.95588,0.812499,0.738636,1.0
512,128,896,2,2,1,2,1,8,64,64,14,1024,3,1,94280.0,64512.0,122880.0,0.0,21576.0,93112.0,0.987611,0.811872,0.757747,1.0
512,256,640,2,2,1,2,1,8,64,64,10,1024,3,1,139336.0,92160.0,180224.0,0.0,30792.0,133048.0,0.954872,0.812061,0.738237,1.0
512,256,1536,2,2,1,2,1,8,64,64,24,1024,3,1,311368.0,221184.0,409600.0,0.0,73800.0,319416.0,1.025847,0.812317,0.779824,1.0
512,256,2048,2,2,1,2,1,8,64,64,32,1024,3,1,409672.0,294912.0,540672.0,0.0,98376.0,425912.0,1.039641,0.812363,0.787746,1.0
512,320,960,2,2,1,2,1,8,64,64,15,1024,3,1,250952.0,172800.0,327680.0,0.0,57672.0,249528.0,0.994326,0.812266,0.761499,1.0
512,640,1024,2,2,1,2,1,8,64,64,16,1024,3,1,532552.0,368640.0,696320.0,0.0,122952.0,532408.0,0.99973,0.81239,0.764602,1.0
512,640,2048,2,2,1,2,1,8,64,64,32,1024,3,1,1024072.0,737280.0,1351680.0,0.0,245832.0,1064888.0,1.039857,0.812445,0.787826,1.0
512,896,896,2,2,1,2,1,8,64,64,14,1024,3,1,659528.0,451584.0,860160.0,0.0,150600.0,652216.0,0.988913,0.81241,0.75825,1.0
512,896,4864,2,2,1,2,1,8,64,64,76,1024,3,1,3326024.0,2451456.0,4415488.0,0.0,817224.0,3540920.0,1.06461,0.812483,0.801932,1.0
512,960,960,2,2,1,2,1,8,64,64,15,1024,3,1,752712.0,518400.0,983040.0,0.0,172872.0,748728.0,0.994707,0.812422,0.761646,1.0
512,960,2560,2,2,1,2,1,8,64,64,40,1024,3,1,1904712.0,1382400.0,2519040.0,0.0,460872.0,1996728.0,1.04831,0.812471,0.792654,1.0
512,1024,640,2,2,1,2,1,8,64,64,10,1024,3,1,557128.0,368640.0,720896.0,0.0,122952.0,532408.0,0.95563,0.81239,0.738536,1.0
512,1024,2304,2,2,1,2,1,8,64,64,36,1024,3,1,1835080.0,1327104.0,2424832.0,0.0,442440.0,1916856.0,1.044563,0.812469,0.790511,1.0
512,1536,1536,2,2,1,2,1,8,64,64,24,1024,3,1,1867848.0,1327104.0,2457600.0,0.0,442440.0,1916856.0,1.026238,0.812469,0.779971,1.0
512,1536,8960,2,2,1,2,1,8,64,64,140,1024,3,1,10420296.0,7741440.0,13860864.0,0.0,2580552.0,11182008.0,1.073099,0.812495,0.806732,1.0
512,2048,640,2,2,1,2,1,8,64,64,10,1024,3,1,1114184.0,737280.0,1441792.0,0.0,245832.0,1064888.0,0.955756,0.812445,0.738586,1.0
512,2048,2048,2,2,1,2,1,8,64,64,32,1024,3,1,3276872.0,2359296.0,4325376.0,0.0,786504.0,3407800.0,1.039955,0.812483,0.787862,1.0
512,2048,2304,2,2,1,2,1,8,64,64,36,1024,3,1,3670088.0,2654208.0,4849664.0,0.0,884808.0,3833784.0,1.044603,0.812485,0.790526,1.0
512,2048,5632,2,2,1,2,1,8,64,64,88,1024,3,1,8781896.0,6488064.0,11665408.0,0.0,2162760.0,9371576.0,1.067147,0.812494,0.803365,1.0
512,2048,8192,2,2,1,2,1,8,64,64,128,1024,3,1,12714056.0,9437184.0,16908288.0,0.0,3145800.0,13631416.0,1.072153,0.812496,0.806197,1.0
512,2304,2048,2,2,1,2,1,8,64,64,32,1024,3,1,3686472.0,2654208.0,4866048.0,0.0,884808.0,3833784.0,1.03996,0.812485,0.787864,1.0
512,2304,9216,2,2,1,2,1,8,64,64,144,1024,3,1,16072776.0,11943936.0,21381120.0,0.0,3981384.0,17252280.0,1.073385,0.812497,0.806893,1.0
512,2560,960,2,2,1,2,1,8,64,64,15,1024,3,1,2007112.0,1382400.0,2621440.0,0.0,460872.0,1996728.0,0.994826,0.812471,0.761691,1.0
512,2560,2560,2,2,1,2,1,8,64,64,40,1024,3,1,5079112.0,3686400.0,6717440.0,0.0,1228872.0,5324728.0,1.048358,0.812489,0.792672,1.0
512,2560,10240,2,2,1,2,1,8,64,64,160,1024,3,1,19824712.0,14745600.0,26378240.0,0.0,4915272.0,21299128.0,1.074373,0.812497,0.807451,1.0
512,4864,896,2,2,1,2,1,8,64,64,14,1024,3,1,3579976.0,2451456.0,4669440.0,0.0,817224.0,3540920.0,0.98909,0.812483,0.758318,1.0
512,5632,2048,2,2,1,2,1,8,64,64,32,1024,3,1,9011272.0,6488064.0,11894784.0,0.0,2162760.0,9371576.0,1.039984,0.812494,0.787873,1.0
512,7680,2560,2,2,1,2,1,8,64,64,40,1024,3,1,15237192.0,11059200.0,20152320.0,0.0,3686472.0,15974328.0,1.048377,0.812496,0.792679,1.0
512,8192,2048,2,2,1,2,1,8,64,64,32,1024,3,1,13107272.0,9437184.0,17301504.0,0.0,3145800.0,13631416.0,1.039989,0.812496,0.787875,1.0
512,8960,1536,2,2,1,2,1,8,64,64,24,1024,3,1,10895432.0,7741440.0,14336000.0,0.0,2580552.0,11182008.0,1.026302,0.812495,0.779995,1.0
512,9216,2304,2,2,1,2,1,8,64,64,36,1024,3,1,16515144.0,11943936.0,21823488.0,0.0,3981384.0,17252280.0,1.044634,0.812497,0.790537,1.0
512,10240,2560,2,2,1,2,1,8,64,64,40,1024,3,1,20316232.0,14745600.0,26869760.0,0.0,4915272.0,21299128.0,1.04838,0.812497,0.79268,1.0
512,32000,2048,2,2,1,2,1,8,64,64,32,1024,3,1,51200072.0,36864000.0,67584000.0,0.0,12288072.0,53247928.0,1.039997,0.812499,0.787878,1.0
512,32768,2560,2,2,1,2,1,8,64,64,40,1024,3,1,65011784.0,47185920.0,85983232.0,0.0,15728712.0,68157368.0,1.048385,0.812499,0.792682,1.0
512,49152,960,2,2,1,2,1,8,64,64,15,1024,3,1,38535240.0,26542080.0,50331648.0,0.0,8847432.0,38338488.0,0.994894,0.812498,0.761717,1.0
512,49152,2048,2,2,1,2,1,8,64,64,32,1024,3,1,78643272.0,56623104.0,103809024.0,0.0,18874440.0,81788856.0,1.039998,0.812499,0.787878,1.0
512,50272,2048,2,1,2,1,2,16,32,64,32,1024,3,1,80484460.0,57913344.0,106207232.0,0.0,19353708.0,83636116.0,1.039159,0.812081,0.78748,1.0
512,100352,2048,2,2,1,2,1,8,64,64,32,1024,3,1,160563272.0,115605504.0,211943424.0,0.0,38535240.0,166985656.0,1.039999,0.8125,0.787878,1.0
512,151936,896,2,2,1,2,1,8,64,64,14,1024,3,1,111824968.0,76575744.0,145858560.0,0.0,25525320.0,110609336.0,0.989129,0.812499,0.758333,1.0
512,151936,1536,2,2,1,2,1,8,64,64,24,1024,3,1,184754248.0,131272704.0,243097600.0,0.0,43757640.0,189616056.0,1.026315,0.8125,0.78,1.0
512,256000,2304,2,2,1,2,1,8,64,64,36,1024,3,1,458752072.0,331776000.0,606208000.0,0.0,110592072.0,479231928.0,1.044643,0.8125,0.79054,1.0
512,262144,640,2,2,1,2,1,8,64,64,10,1024,3,1,142606408.0,94371840.0,184549376.0,0.0,31457352.0,136314808.0,0.955881,0.8125,0.738636,1.0
1024,128,896,2,2,1,2,1,8,64,64,14,1024,3,1,188488.0,129024.0,245760.0,0.0,43080.0,186296.0,0.988371,0.812186,0.75804,1.0
1024,256,640,2,2,1,2,1,8,64,64,10,1024,3,1,278600.0,184320.0,360448.0,0.0,61512.0,266168.0,0.955377,0.81228,0.738437,1.0
1024,256,1536,2,2,1,2,1,8,64,64,24,1024,3,1,622664.0,442368.0,819200.0,0.0,147528.0,638904.0,1.026081,0.812408,0.779912,1.0
1024,256,2048,2,2,1,2,1,8,64,64,32,1024,3,1,819272.0,589824.0,1081344.0,0.0,196680.0,851896.0,1.039821,0.812431,0.787812,1.0
1024,320,960,2,2,1,2,1,8,64,64,15,1024,3,1,501832.0,345600.0,655360.0,0.0,115272.0,499128.0,0.994612,0.812383,0.761609,1.0
1024,640,1024,2,2,1,2,1,8,64,64,16,1024,3,1,1065032.0,737280.0,1392640.0,0.0,245832.0,1064888.0,0.999865,0.812445,0.764654,1.0
1024,640,2048,2,2,1,2,1,8,64,64,32,1024,3,1,2048072.0,1474560.0,2703360.0,0.0,491592.0,2129848.0,1.039928,0.812473,0.787852,1.0
1024,896,896,2,2,1,2,1,8,64,64,14,1024,3,1,1318984.0,903168.0,1720320.0,0.0,301128.0,1304504.0,0.989022,0.812455,0.758291,1.0
1024,896,4864,2,2,1,2,1,8,64,64,76,1024,3,1,6651976.0,4902912.0,8830976.0,0.0,1634376.0,7081912.0,1.064633,0.812492,0.80194,1.0
1024,960,960,2,2,1,2,1,8,64,64,15,1024,3,1,1505352.0,1036800.0,1966080.0,0.0,345672.0,1497528.0,0.994803,0.812461,0.761682,1.0
1024,960,2560,2,2,1,2,1,8,64,64,40,1024,3,1,3809352.0,2764800.0,5038080.0,0.0,921672.0,3993528.0,1.048348,0.812485,0.792669,1.0
1024,1024,640,2,2,1,2,1,8,64,64,10,1024,3,1,1114184.0,737280.0,1441792.0,0.0,245832.0,1064888.0,0.955756,0.812445,0.738586,1.0
1024,1024,2304,2,2,1,2,1,8,64,64,36,1024,3,1,3670088.0,2654208.0,4849664.0,0.0,884808.0,3833784.0,1.044603,0.812485,0.790526,1.0
1024,1536,1536,2,2,1,2,1,8,64,64,24,1024,3,1,3735624.0,2654208.0,4915200.0,0.0,884808.0,3833784.0,1.026277,0.812485,0.779985,1.0
1024,1536,8960,2,2,1,2,1,8,64,64,140,1024,3,1,20840520.0,15482880.0,27721728.0,0.0,5161032.0,22364088.0,1.073106,0.812497,0.806735,1.0
1024,2048,640,2,2,1,2,1,8,64,64,10,1024,3,1,2228296.0,1474560.0,2883584.0,0.0,491592.0,2129848.0,0.955819,0.812473,0.738611,1.0
1024,2048,2048,2,2,1,2,1,8,64,64,32,1024,3,1,6553672.0,4718592.0,8650752.0,0.0,1572936.0,6815672.0,1.039978,0.812491,0.78787,1.0
1024,2048,2304,2,2,1,2,1,8,64,64,36,1024,3,1,7340104.0,5308416.0,9699328.0,0.0,1769544.0,7667640.0,1.044623,0.812492,0.790533,1.0
1024,2048,5632,2,2,1,2,1,8,64,64,88,1024,3,1,17563720.0,12976128.0,23330816.0,0.0,4325448.0,18743224.0,1.067156,0.812497,0.803368,1.0
1024,2048,8192,2,2,1,2,1,8,64,64,128,1024,3,1,25428040.0,18874368.0,33816576.0,0.0,6291528.0,27262904.0,1.072159,0.812498,0.806199,1.0
1024,2304,2048,2,2,1,2,1,8,64,64,32,1024,3,1,7372872.0,5308416.0,9732096.0,0.0,1769544.0,7667640.0,1.03998,0.812492,0.787871,1.0
1024,2304,9216,2,2,1,2,1,8,64,64,144,1024,3,1,32145480.0,23887872.0,42762240.0,0.0,7962696.0,34504632.0,1.07339,0.812498,0.806895,1.0
1024,2560,960,2,2,1,2,1,8,64,64,15,1024,3,1,4014152.0,2764800.0,5242880.0,0.0,921672.0,3993528.0,0.994862,0.812485,0.761705,1.0
1024,2560,2560,2,2,1,2,1,8,64,64,40,1024,3,1,10158152.0,7372800.0,13434880.0,0.0,2457672.0,10649528.0,1.048373,0.812495,0.792678,1.0
1024,2560,10240,2,2,1,2,1,8,64,64,160,1024,3,1,39649352.0,29491200.0,52756480.0,0.0,9830472.0,42598328.0,1.074376,0.812499,0.807452,1.0
1024,4864,896,2,2,1,2,1,8,64,64,14,1024,3,1,7159880.0,4902912.0,9338880.0,0.0,1634376.0,7081912.0,0.98911,0.812492,0.758326,1.0
1024,5632,2048,2,2,1,2,1,8,64,64,32,1024,3,1,18022472.0,12976128.0,23789568.0,0.0,4325448.0,18743224.0,1.039992,0.812497,0.787876,1.0
1024,7680,2560,2,2,1,2,1,8,64,64,40,1024,3,1,30474312.0,22118400.0,40304640.0,0.0,7372872.0,31948728.0,1.048382,0.812498,0.792681,1.0
1024,8192,2048,2,2,1,2,1,8,64,64,32,1024,3,1,26214472.0,18874368.0,34603008.0,0.0,6291528.0,27262904.0,1.039994,0.812498,0.787877,1.0
1024,8960,1536,2,2,1,2,1,8,64,64,24,1024,3,1,21790792.0,15482880.0,28672000.0,0.0,5161032.0,22364088.0,1.026309,0.812497,0.779997,1.0
1024,9216,2304,2,2,1,2,1,8,64,64,36,1024,3,1,33030216.0,23887872.0,43646976.0,0.0,7962696.0,34504632.0,1.044638,0.812498,0.790539,1.0
1024,10240,2560,2,2,1,2,1,8,64,64,40,1024,3,1,40632392.0,29491200.0,53739520.0,0.0,9830472.0,42598328.0,1.048383,0.812499,0.792682,1.0
1024,32000,2048,2,2,1,2,1,8,64,64,32,1024,3,1,102400072.0,73728000.0,135168000.0,0.0,24576072.0,106495928.0,1.039999,0.812499,0.787878,1.0
1024,32768,2560,2,2,1,2,1,8,64,64,40,1024,3,1,130023496.0,94371840.0,171966464.0,0.0,31457352.0,136314808.0,1.048386,0.8125,0.792683,1.0
1024,49152,960,2,2,1,2,1,8,64,64,15,1024,3,1,77070408.0,53084160.0,100663296.0,0.0,17694792.0,76677048.0,0.994896,0.812499,0.761718,1.0
1024,49152,2048,2,2,1,2,1,8,64,64,32,1024,3,1,157286472.0,113246208.0,207618048.0,0.0,37748808.0,163577784.0,1.039999,0.8125,0.787878,1.0
1024,50272,2048,2,1,2,1,2,16,32,64,32,1024,3,1,160968812.0,115826688.0,212414464.0,0.0,38707308.0,167272340.0,1.03916,0.812082,0.787481,1.0
